date,hour,day_of_week,XGB_demand
2023-01-02 14:00:00,5,1,10.0
2023-01-02 14:00:00,5,1,10.0
2023-01-02 14:00:00,5,1,10.0
2023-01-02 14:00:00,5,1,10.0
2023-01-02 14:00:00,5,1,10.0
2023-01-03 06:00:00,6,1,12.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,6,1,15.0
2023-01-03 06:00:00,7,1,15.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,7,1,12.0
2023-01-03 06:00:00,8,1,13.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,8,1,19.0
2023-01-03 06:00:00,9,1,19.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 06:00:00,9,1,11.0
2023-01-03 10:00:00,10,1,11.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,10,1,14.0
2023-01-03 10:00:00,11,1,14.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,11,1,16.0
2023-01-03 10:00:00,12,1,16.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,12,1,8.0
2023-01-03 10:00:00,13,1,8.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,13,1,15.0
2023-01-03 10:00:00,14,1,14.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,14,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,15,1,7.0
2023-01-03 10:00:00,16,1,7.0
2023-01-03 10:00:00,16,1,5.0
2023-01-03 10:00:00,16,1,5.0
2023-01-03 10:00:00,16,1,6.0
2023-01-03 10:00:00,16,1,6.0
2023-01-03 10:00:00,17,1,6.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,17,1,9.0
2023-01-03 10:00:00,18,1,9.0
2023-01-03 10:00:00,18,1,7.0
2023-01-03 10:00:00,18,1,7.0
2023-01-03 10:00:00,18,1,7.0
2023-01-03 10:00:00,18,1,7.0
2023-01-03 10:00:00,18,1,7.0
2023-01-03 10:00:00,18,1,6.0
2023-01-03 10:00:00,19,1,6.0
2023-01-03 10:00:00,19,1,3.0
2023-01-03 10:00:00,19,1,3.0
2023-01-03 10:00:00,21,1,3.0
2023-01-03 10:00:00,22,1,3.0
2023-01-03 10:00:00,22,1,4.0
2023-01-03 10:00:00,22,1,4.0
2023-01-03 10:00:00,22,1,4.0
2023-01-03 10:00:00,0,2,3.0
2023-01-03 10:00:00,0,2,3.0
2023-01-03 10:00:00,0,2,3.0
2023-01-03 10:00:00,1,2,3.0
2023-01-03 10:00:00,1,2,3.0
2023-01-03 10:00:00,1,2,3.0
2023-01-03 10:00:00,3,2,2.0
2023-01-03 10:00:00,4,2,4.0
2023-01-03 10:00:00,4,2,4.0
2023-01-03 10:00:00,5,2,9.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,5,2,12.0
2023-01-03 10:00:00,6,2,13.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,6,2,15.0
2023-01-03 10:00:00,7,2,15.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,7,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,8,2,18.0
2023-01-03 10:00:00,9,2,18.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-03 10:00:00,9,2,16.0
2023-01-04 10:00:00,10,2,16.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 10:00:00,10,2,21.0
2023-01-04 11:00:00,11,2,21.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,11,2,17.0
2023-01-04 11:00:00,12,2,17.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,12,2,12.0
2023-01-04 11:00:00,13,2,12.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,13,2,10.0
2023-01-04 11:00:00,14,2,10.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,14,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,15,2,9.0
2023-01-04 11:00:00,16,2,9.0
2023-01-04 11:00:00,16,2,5.0
2023-01-04 11:00:00,16,2,5.0
2023-01-04 11:00:00,16,2,5.0
2023-01-04 11:00:00,17,2,5.0
2023-01-04 11:00:00,17,2,6.0
2023-01-04 11:00:00,17,2,6.0
2023-01-04 11:00:00,17,2,6.0
2023-01-04 11:00:00,17,2,6.0
2023-01-04 11:00:00,17,2,6.0
2023-01-04 11:00:00,18,2,6.0
2023-01-04 11:00:00,18,2,11.0
2023-01-04 11:00:00,18,2,11.0
2023-01-04 11:00:00,18,2,11.0
2023-01-04 11:00:00,18,2,11.0
2023-01-04 11:00:00,18,2,11.0
2023-01-04 11:00:00,18,2,10.0
2023-01-04 11:00:00,18,2,10.0
2023-01-04 11:00:00,18,2,10.0
2023-01-04 11:00:00,18,2,10.0
2023-01-04 11:00:00,18,2,10.0
2023-01-04 11:00:00,19,2,10.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,19,2,8.0
2023-01-04 11:00:00,20,2,8.0
2023-01-04 11:00:00,20,2,5.0
2023-01-04 11:00:00,20,2,5.0
2023-01-04 11:00:00,20,2,5.0
2023-01-04 11:00:00,20,2,5.0
2023-01-04 11:00:00,21,2,5.0
2023-01-04 11:00:00,21,2,3.0
2023-01-04 11:00:00,21,2,3.0
2023-01-04 11:00:00,22,2,3.0
2023-01-04 11:00:00,23,2,3.0
2023-01-04 11:00:00,23,2,4.0
2023-01-04 11:00:00,23,2,4.0
2023-01-04 11:00:00,23,2,4.0
2023-01-04 11:00:00,0,3,3.0
2023-01-04 11:00:00,1,3,2.0
2023-01-04 11:00:00,4,3,4.0
2023-01-04 11:00:00,4,3,4.0
2023-01-04 11:00:00,4,3,4.0
2023-01-04 11:00:00,4,3,4.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,5,3,8.0
2023-01-04 11:00:00,6,3,10.0
2023-01-04 11:00:00,6,3,12.0
2023-01-04 11:00:00,6,3,12.0
2023-01-04 11:00:00,6,3,12.0
2023-01-04 11:00:00,6,3,12.0
2023-01-04 11:00:00,6,3,12.0
2023-01-04 11:00:00,6,3,13.0
2023-01-04 11:00:00,6,3,13.0
2023-01-04 11:00:00,6,3,13.0
2023-01-04 11:00:00,6,3,13.0
2023-01-04 11:00:00,6,3,13.0
2023-01-04 11:00:00,6,3,13.0
2023-01-05 07:00:00,7,3,12.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,7,3,14.0
2023-01-05 07:00:00,8,3,14.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,8,3,13.0
2023-01-05 07:00:00,9,3,13.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 07:00:00,9,3,12.0
2023-01-05 10:00:00,10,3,12.0
2023-01-05 10:00:00,10,3,14.0
2023-01-05 10:00:00,10,3,14.0
